time,car_ID_TX,car_ID_RX,snr_values,distance_values,rel_speed_values,snr_values_norm,distance_values_norm,rel_speed_values_norm,composite_snr_db,use_nn
115,v2,v1,20.0,230.02,10.0,0.6,1.1501,0.2,14.9754,True
115,v2,v6,20.0,310.0,20.0,0.6,1.55,0.4,14.5402,True
115,v2,v5,20.0,340.01,10.0,0.6,1.7001,0.2,14.636,True
115,v2,v13,20.0,400.01,10.0,0.6,2.0001,0.2,14.4948,True
115,v2,v10,20.0,480.0,20.0,0.6,2.4,0.4,14.1604,True
115,v3,v7,20.0,0.0,10.0,0.6,0.0,0.2,21.699,False
115,v3,v11,20.0,40.0,20.0,0.6,0.2,0.4,16.3188,True
115,v3,v15,20.0,40.0,10.0,0.6,0.2,0.2,16.4949,False
115,v3,v4,20.0,60.07,30.0,0.6,0.3004,0.6,15.8406,True
115,v3,v8,20.0,160.03,30.0,0.6,0.8001,0.6,14.9895,True
115,v4,v3,40.0,60.07,30.0,1.0,0.3004,0.6,35.8406,False
115,v4,v7,40.0,60.07,20.0,1.0,0.3004,0.4,35.9655,False
115,v4,v11,40.0,100.04,10.0,1.0,0.5002,0.2,35.6986,False
115,v4,v15,40.0,100.04,20.0,1.0,0.5002,0.4,35.5225,False
115,v4,v8,40.0,220.0,0.0,1.0,1.1,0.0,35.3152,True
116,v1,v5,40.0,110.0,0.0,1.0,0.55,0.0,35.9172,False
116,v1,v6,40.0,110.04,20.0,1.0,0.5502,0.4,35.4398,False
116,v1,v13,40.0,190.0,0.0,1.0,0.95,0.0,35.4425,True
116,v1,v2,40.0,220.02,10.0,1.0,1.1001,0.2,35.014,True
116,v1,v10,40.0,280.02,20.0,1.0,1.4001,0.4,34.6285,True
116,v2,v1,20.0,220.02,10.0,0.6,1.1001,0.2,15.014,True
116,v2,v6,20.0,330.0,30.0,0.6,1.65,0.6,14.3609,True
116,v2,v5,20.0,330.01,10.0,0.6,1.6501,0.2,14.6619,True
116,v2,v13,20.0,410.01,10.0,0.6,2.0501,0.2,14.4734,True
116,v2,v10,20.0,500.0,30.0,0.6,2.5,0.6,14.0,True
116,v3,v7,20.0,10.0,30.0,0.6,0.05,0.6,17.3979,True
116,v3,v11,20.0,20.0,40.0,0.6,0.1,0.8,16.699,True
116,v3,v15,20.0,30.0,40.0,0.6,0.15,0.8,16.3468,True
116,v3,v4,20.0,90.05,20.0,0.6,0.4502,0.4,15.6139,True
116,v3,v8,20.0,130.03,40.0,0.6,0.6502,0.8,15.0729,True
116,v4,v7,40.0,80.06,10.0,1.0,0.4003,0.2,35.8922,False
116,v4,v3,40.0,90.05,20.0,1.0,0.4502,0.4,35.6139,False
116,v4,v11,40.0,110.04,20.0,1.0,0.5502,0.4,35.4398,False
116,v4,v15,40.0,120.04,20.0,1.0,0.6002,0.4,35.3642,False
116,v4,v8,40.0,220.0,20.0,1.0,1.1,0.4,34.838,True
117,v1,v5,40.0,110.0,30.0,1.0,0.55,0.6,35.3152,True
117,v1,v6,40.0,130.03,40.0,1.0,0.6502,0.8,35.0729,True
117,v1,v13,40.0,190.0,10.0,1.0,0.95,0.2,35.1415,True
117,v1,v2,40.0,230.02,0.0,1.0,1.1501,0.0,35.2765,True
117,v1,v14,40.0,290.02,30.0,1.0,1.4501,0.6,34.4731,True
117,v2,v1,20.0,230.02,0.0,0.6,1.1501,0.0,15.2765,True
117,v2,v5,20.0,340.01,30.0,0.6,1.7001,0.6,14.3349,True
117,v2,v6,20.0,360.0,40.0,0.6,1.8,0.8,14.1884,True
117,v2,v13,20.0,420.01,10.0,0.6,2.1001,0.2,14.4524,True
117,v2,v14,20.0,520.0,30.0,0.6,2.6,0.6,13.9659,True
117,v3,v15,20.0,10.0,0.0,0.6,0.05,0.0,18.0,False
117,v3,v11,20.0,20.0,0.0,0.6,0.1,0.0,17.3979,False
117,v3,v7,20.0,40.0,10.0,0.6,0.2,0.2,16.4949,False
117,v3,v8,20.0,90.05,30.0,0.6,0.4502,0.6,15.489,True
117,v3,v4,20.0,110.04,20.0,0.6,0.5502,0.4,15.4398,True
117,v4,v7,40.0,70.06,30.0,1.0,0.3503,0.6,35.7069,False
117,v4,v11,40.0,90.05,20.0,1.0,0.4502,0.4,35.6139,False
117,v4,v15,40.0,100.04,20.0,1.0,0.5002,0.4,35.5225,False
117,v4,v3,40.0,110.04,20.0,1.0,0.5502,0.4,35.4398,False
117,v4,v8,40.0,200.0,10.0,1.0,1.0,0.2,35.0969,True
118,v1,v5,40.0,140.0,40.0,1.0,0.7,0.8,35.0088,True
118,v1,v6,40.0,170.03,20.0,1.0,0.8501,0.4,35.0618,True
118,v1,v13,40.0,200.0,40.0,1.0,1.0,0.8,34.699,True
118,v1,v2,40.0,230.02,10.0,1.0,1.1501,0.2,34.9754,True
118,v1,v14,40.0,320.01,20.0,1.0,1.6001,0.4,34.5125,True
118,v2,v1,20.0,230.02,10.0,0.6,1.1501,0.2,14.9754,True
118,v2,v5,20.0,370.01,30.0,0.6,1.8501,0.6,14.2615,True
118,v2,v6,20.0,400.0,10.0,0.6,2.0,0.2,14.4949,True
118,v2,v13,20.0,430.01,30.0,0.6,2.1501,0.6,14.131,True
118,v2,v14,20.0,550.0,10.0,0.6,2.75,0.2,14.2182,True
118,v3,v15,20.0,10.0,0.0,0.6,0.05,0.0,18.0,False
118,v3,v11,20.0,20.0,30.0,0.6,0.1,0.6,16.7959,True
118,v3,v7,20.0,50.0,10.0,0.6,0.25,0.2,16.301,False
118,v3,v4,20.0,90.05,30.0,0.6,0.4502,0.6,15.489,True
118,v3,v8,20.0,120.04,0.0,0.6,0.6002,0.0,15.8414,True
118,v4,v7,40.0,40.11,20.0,1.0,0.2006,0.4,36.3163,False
118,v4,v11,40.0,70.06,0.0,1.0,0.3503,0.0,36.309,False
118,v4,v15,40.0,80.06,30.0,1.0,0.4003,0.6,35.5911,False
118,v4,v3,40.0,90.05,30.0,1.0,0.4502,0.6,35.489,True
118,v4,v8,40.0,210.0,30.0,1.0,1.05,0.6,34.7535,True
119,v1,v5,40.0,100.0,0.0,1.0,0.5,0.0,36.0,False
119,v1,v6,40.0,150.03,10.0,1.0,0.7501,0.2,35.3466,False
119,v1,v13,40.0,160.0,30.0,1.0,0.8,0.6,34.9897,True
119,v1,v2,40.0,240.02,10.0,1.0,1.2001,0.2,34.9385,True
119,v1,v14,40.0,300.01,10.0,1.0,1.5001,0.2,34.7447,True
119,v2,v1,20.0,240.02,10.0,0.6,1.2001,0.2,14.9385,True
119,v2,v5,20.0,340.01,10.0,0.6,1.7001,0.2,14.636,True
119,v2,v6,20.0,390.0,0.0,0.6,1.95,0.0,14.8179,True
119,v2,v13,20.0,400.01,20.0,0.6,2.0001,0.4,14.3187,True
119,v2,v14,20.0,540.0,0.0,0.6,2.7,0.0,14.5352,True
119,v3,v11,20.0,10.0,10.0,0.6,0.05,0.2,17.699,False
119,v3,v15,20.0,10.0,20.0,0.6,0.05,0.4,17.5229,True
119,v3,v7,20.0,40.0,20.0,0.6,0.2,0.4,16.3188,True
119,v3,v4,20.0,60.07,20.0,0.6,0.3004,0.4,15.9655,True
119,v3,v8,20.0,120.04,30.0,0.6,0.6002,0.6,15.2393,True
119,v4,v7,40.0,20.22,0.0,1.0,0.1011,0.0,37.3883,False
119,v4,v15,40.0,50.09,0.0,1.0,0.2504,0.0,36.6005,False
119,v4,v3,40.0,60.07,20.0,1.0,0.3004,0.4,35.9655,False
119,v4,v11,40.0,70.06,10.0,1.0,0.3503,0.2,36.008,False
119,v4,v8,40.0,180.0,10.0,1.0,0.9,0.2,35.1884,True
120,v1,v5,40.0,100.0,0.0,1.0,0.5,0.0,36.0,False
120,v1,v13,40.0,130.0,20.0,1.0,0.65,0.4,35.295,True
120,v1,v6,40.0,140.03,20.0,1.0,0.7002,0.4,35.2304,True
120,v1,v2,40.0,250.02,10.0,1.0,1.2501,0.2,34.903,True
120,v1,v14,40.0,290.02,0.0,1.0,1.4501,0.0,35.0752,True
120,v2,v1,20.0,250.02,10.0,0.6,1.2501,0.2,14.903,True
120,v2,v5,20.0,350.01,10.0,0.6,1.7501,0.2,14.6108,True
120,v2,v13,20.0,380.01,30.0,0.6,1.9001,0.6,14.2383,True
120,v2,v6,20.0,390.0,10.0,0.6,1.95,0.2,14.5168,True
120,v2,v14,20.0,540.0,10.0,0.6,2.7,0.2,14.2342,True
120,v3,v15,20.0,10.0,20.0,0.6,0.05,0.4,17.5229,True
120,v3,v7,20.0,20.0,0.0,0.6,0.1,0.0,17.3979,False
120,v3,v11,20.0,20.0,10.0,0.6,0.1,0.2,17.0969,False
120,v3,v4,20.0,40.11,20.0,0.6,0.2006,0.4,16.3163,True
120,v3,v8,20.0,150.03,10.0,0.6,0.7501,0.2,15.3466,True
120,v4,v7,40.0,20.22,20.0,1.0,0.1011,0.4,36.9112,False
120,v4,v3,40.0,40.11,20.0,1.0,0.2006,0.4,36.3163,False
120,v4,v15,40.0,50.09,40.0,1.0,0.2504,0.8,35.9015,True
120,v4,v11,40.0,60.07,10.0,1.0,0.3004,0.2,36.1416,False
120,v4,v8,40.0,190.0,30.0,1.0,0.95,0.6,34.8404,True
121,v1,v5,40.0,100.0,0.0,1.0,0.5,0.0,36.0,False
121,v1,v13,40.0,110.0,0.0,1.0,0.55,0.0,35.9172,False
121,v1,v6,40.0,160.03,0.0,1.0,0.8001,0.0,35.5916,True
121,v1,v2,40.0,240.02,0.0,1.0,1.2001,0.0,35.2395,True
121,v1,v14,40.0,290.02,10.0,1.0,1.4501,0.2,34.7741,True
121,v2,v1,20.0,240.02,0.0,0.6,1.2001,0.0,15.2395,True
121,v2,v5,20.0,340.01,0.0,0.6,1.7001,0.0,14.937,True
121,v2,v13,20.0,350.01,0.0,0.6,1.7501,0.0,14.9118,True
121,v2,v6,20.0,400.0,0.0,0.6,2.0,0.0,14.7959,True
121,v2,v14,20.0,530.0,10.0,0.6,2.65,0.2,14.2504,True
121,v3,v15,20.0,10.0,40.0,0.6,0.05,0.8,17.301,True
121,v3,v7,20.0,20.0,0.0,0.6,0.1,0.0,17.3979,False
121,v3,v4,20.0,20.22,40.0,0.6,0.1011,0.8,16.6893,True
121,v3,v11,20.0,30.0,30.0,0.6,0.15,0.6,16.4437,True
121,v3,v8,20.0,140.03,0.0,0.6,0.7002,0.0,15.7075,True
121,v4,v7,40.0,3.0,40.0,1.0,0.015,0.8,38.3468,True
121,v4,v15,40.0,10.44,0.0,1.0,0.0522,0.0,37.9626,False
121,v4,v3,40.0,20.22,40.0,1.0,0.1011,0.8,36.6893,True
121,v4,v11,40.0,50.09,10.0,1.0,0.2504,0.2,36.2995,False
121,v4,v8,40.0,160.0,40.0,1.0,0.8,0.8,34.8928,True
122,v1,v5,40.0,100.0,20.0,1.0,0.5,0.4,35.5229,False
122,v1,v13,40.0,110.0,20.0,1.0,0.55,0.4,35.4401,False
122,v1,v6,40.0,160.03,20.0,1.0,0.8001,0.4,35.1145,True
122,v1,v2,40.0,240.02,0.0,1.0,1.2001,0.0,35.2395,True
122,v1,v9,40.0,280.0,20.0,1.0,1.4,0.4,34.6286,True
122,v2,v1,20.0,240.02,0.0,0.6,1.2001,0.0,15.2395,True
122,v2,v5,20.0,340.01,20.0,0.6,1.7001,0.4,14.4599,True
122,v2,v13,20.0,350.01,20.0,0.6,1.7501,0.4,14.4347,True
122,v2,v6,20.0,400.0,20.0,0.6,2.0,0.4,14.3188,True
122,v2,v9,20.0,520.01,20.0,0.6,2.6,0.4,14.0909,True
122,v3,v11,20.0,0.0,10.0,0.6,0.0,0.2,21.699,False
122,v3,v7,20.0,20.0,10.0,0.6,0.1,0.2,17.0969,False
122,v3,v15,20.0,50.0,10.0,0.6,0.25,0.2,16.301,False
122,v3,v4,20.0,60.07,20.0,0.6,0.3004,0.4,15.9655,True
122,v3,v8,20.0,140.03,20.0,0.6,0.7002,0.4,15.2304,True
122,v4,v15,40.0,10.44,30.0,1.0,0.0522,0.6,37.3605,False
122,v4,v7,40.0,40.11,10.0,1.0,0.2006,0.2,36.4924,False
122,v4,v3,40.0,60.07,20.0,1.0,0.3004,0.4,35.9655,False
122,v4,v11,40.0,60.07,30.0,1.0,0.3004,0.6,35.8406,False
122,v4,v8,40.0,200.0,40.0,1.0,1.0,0.8,34.699,True
123,v1,v5,40.0,120.0,20.0,1.0,0.6,0.4,35.3645,False
123,v1,v13,40.0,130.0,20.0,1.0,0.65,0.4,35.295,True
123,v1,v6,40.0,140.03,10.0,1.0,0.7002,0.2,35.4065,False
123,v1,v2,40.0,240.02,0.0,1.0,1.2001,0.0,35.2395,True
123,v1,v14,40.0,290.02,30.0,1.0,1.4501,0.6,34.4731,True
123,v2,v1,20.0,240.02,0.0,0.6,1.2001,0.0,15.2395,True
123,v2,v5,20.0,360.01,20.0,0.6,1.8001,0.4,14.4102,True
123,v2,v13,20.0,370.01,20.0,0.6,1.8501,0.4,14.3864,True
123,v2,v6,20.0,380.0,10.0,0.6,1.9,0.2,14.5394,True
123,v2,v14,20.0,530.0,30.0,0.6,2.65,0.6,13.9494,True
123,v3,v7,20.0,10.0,40.0,0.6,0.05,0.8,17.301,True
123,v3,v11,20.0,10.0,40.0,0.6,0.05,0.8,17.301,True
123,v3,v4,20.0,40.11,20.0,0.6,0.2006,0.4,16.3163,True
123,v3,v15,20.0,60.0,0.0,0.6,0.3,0.0,16.4437,True
123,v3,v8,20.0,120.04,40.0,0.6,0.6002,0.8,15.1424,True
123,v4,v15,40.0,20.22,20.0,1.0,0.1011,0.4,36.9112,False
123,v4,v7,40.0,30.15,20.0,1.0,0.1507,0.4,36.5643,False
123,v4,v11,40.0,30.15,20.0,1.0,0.1507,0.4,36.5643,False
123,v4,v3,40.0,40.11,20.0,1.0,0.2006,0.4,36.3163,False
123,v4,v8,40.0,160.0,20.0,1.0,0.8,0.4,35.1146,True
124,v1,v5,40.0,140.0,10.0,1.0,0.7,0.2,35.4067,False
124,v1,v13,40.0,150.0,30.0,1.0,0.75,0.6,35.0458,True
124,v1,v6,40.0,150.03,10.0,1.0,0.7501,0.2,35.3466,False
124,v1,v2,40.0,240.02,20.0,1.0,1.2001,0.4,34.7624,True
124,v1,v9,40.0,310.0,30.0,1.0,1.55,0.6,34.4152,True
124,v2,v1,20.0,240.02,20.0,0.6,1.2001,0.4,14.7624,True
124,v2,v5,20.0,380.01,10.0,0.6,1.9001,0.2,14.5394,True
124,v2,v6,20.0,390.0,10.0,0.6,1.95,0.2,14.5168,True
124,v2,v13,20.0,390.01,10.0,0.6,1.9501,0.2,14.5168,True
124,v2,v9,20.0,550.01,10.0,0.6,2.75,0.2,14.2182,True
124,v3,v7,20.0,50.0,20.0,0.6,0.25,0.4,16.1249,True
124,v3,v11,20.0,50.0,0.0,0.6,0.25,0.0,16.6021,False
124,v3,v15,20.0,60.0,10.0,0.6,0.3,0.2,16.1427,True
124,v3,v4,20.0,60.07,20.0,0.6,0.3004,0.4,15.9655,True
124,v3,v8,20.0,80.06,10.0,0.6,0.4003,0.2,15.8922,True
124,v4,v15,40.0,3.0,30.0,1.0,0.015,0.6,38.4437,False
124,v4,v7,40.0,10.44,0.0,1.0,0.0522,0.0,37.9626,False
124,v4,v11,40.0,10.44,20.0,1.0,0.0522,0.4,37.4855,False
124,v4,v3,40.0,60.07,20.0,1.0,0.3004,0.4,35.9655,False
124,v4,v8,40.0,140.0,10.0,1.0,0.7,0.2,35.4067,False
125,v1,v13,40.0,120.0,10.0,1.0,0.6,0.2,35.5406,False
125,v1,v5,40.0,130.0,0.0,1.0,0.65,0.0,35.7721,False
125,v1,v6,40.0,140.03,0.0,1.0,0.7002,0.0,35.7075,False
125,v1,v2,40.0,260.02,10.0,1.0,1.3001,0.2,34.869,True
125,v1,v9,40.0,280.0,20.0,1.0,1.4,0.4,34.6286,True
125,v2,v1,20.0,260.02,10.0,0.6,1.3001,0.2,14.869,True
125,v2,v13,20.0,380.01,20.0,0.6,1.9001,0.4,14.3633,True
125,v2,v5,20.0,390.01,10.0,0.6,1.9501,0.2,14.5168,True
125,v2,v6,20.0,400.0,10.0,0.6,2.0,0.2,14.4949,True
125,v2,v9,20.0,540.01,10.0,0.6,2.7,0.2,14.2342,True
125,v3,v11,20.0,50.0,10.0,0.6,0.25,0.2,16.301,False
125,v3,v15,20.0,50.0,10.0,0.6,0.25,0.2,16.301,False
125,v3,v7,20.0,70.0,10.0,0.6,0.35,0.2,16.0088,True
125,v3,v8,20.0,70.06,30.0,0.6,0.3503,0.6,15.7069,True
125,v3,v4,20.0,80.06,20.0,0.6,0.4003,0.4,15.7161,True
125,v4,v7,40.0,10.44,10.0,1.0,0.0522,0.2,37.6615,False
125,v4,v11,40.0,30.15,10.0,1.0,0.1507,0.2,36.7404,False
125,v4,v15,40.0,30.15,30.0,1.0,0.1507,0.6,36.4394,False
125,v4,v3,40.0,80.06,20.0,1.0,0.4003,0.4,35.7161,False
125,v4,v8,40.0,150.0,10.0,1.0,0.75,0.2,35.3468,False
126,v1,v5,40.0,130.0,20.0,1.0,0.65,0.4,35.295,True
126,v1,v13,40.0,130.0,0.0,1.0,0.65,0.0,35.7721,False
126,v1,v6,40.0,140.03,10.0,1.0,0.7002,0.2,35.4065,False
126,v1,v9,40.0,260.0,10.0,1.0,1.3,0.2,34.869,True
126,v1,v2,40.0,270.02,20.0,1.0,1.3501,0.4,34.6601,True
126,v2,v1,20.0,270.02,20.0,0.6,1.3501,0.4,14.6601,True
126,v2,v5,20.0,400.01,40.0,0.6,2.0001,0.8,14.0969,True
126,v2,v13,20.0,400.01,20.0,0.6,2.0001,0.4,14.3187,True
126,v2,v6,20.0,410.0,10.0,0.6,2.05,0.2,14.4734,True
126,v2,v9,20.0,530.01,30.0,0.6,2.65,0.6,13.9494,True
126,v3,v15,20.0,40.0,20.0,0.6,0.2,0.4,16.3188,True
126,v3,v8,20.0,40.11,10.0,0.6,0.2006,0.2,16.4924,False
126,v3,v11,20.0,60.0,10.0,0.6,0.3,0.2,16.1427,True
126,v3,v7,20.0,80.0,10.0,0.6,0.4,0.2,15.8928,True
126,v3,v4,20.0,100.04,0.0,0.6,0.5002,0.0,15.9996,True
126,v4,v7,40.0,20.22,10.0,1.0,0.1011,0.2,37.0872,False
126,v4,v11,40.0,40.11,10.0,1.0,0.2006,0.2,36.4924,False
126,v4,v15,40.0,60.07,20.0,1.0,0.3004,0.4,35.9655,False
126,v4,v3,40.0,100.04,0.0,1.0,0.5002,0.0,35.9996,False
126,v4,v8,40.0,140.0,10.0,1.0,0.7,0.2,35.4067,False
127,v1,v5,40.0,110.0,20.0,1.0,0.55,0.4,35.4401,False
127,v1,v13,40.0,130.0,40.0,1.0,0.65,0.8,35.0731,True
127,v1,v6,40.0,150.03,0.0,1.0,0.7501,0.0,35.6476,False
127,v1,v9,40.0,250.0,0.0,1.0,1.25,0.0,35.2041,True
127,v1,v2,40.0,250.02,40.0,1.0,1.2501,0.8,34.5051,True
127,v2,v1,20.0,250.02,40.0,0.6,1.2501,0.8,14.5051,True
127,v2,v5,20.0,360.01,20.0,0.6,1.8001,0.4,14.4102,True
127,v2,v13,20.0,380.01,0.0,0.6,1.9001,0.0,14.8404,True
127,v2,v6,20.0,400.0,40.0,0.6,2.0,0.8,14.0969,True
127,v2,v9,20.0,500.01,40.0,0.6,2.5,0.8,13.9031,True
127,v3,v8,20.0,50.09,30.0,0.6,0.2504,0.6,15.9984,True
127,v3,v15,20.0,60.0,20.0,0.6,0.3,0.4,15.9666,True
127,v3,v7,20.0,70.0,10.0,0.6,0.35,0.2,16.0088,True
127,v3,v11,20.0,70.0,10.0,0.6,0.35,0.2,16.0088,True
127,v3,v4,20.0,100.04,10.0,0.6,0.5002,0.2,15.6986,True
127,v4,v7,40.0,30.15,0.0,1.0,0.1507,0.0,37.0414,False
127,v4,v11,40.0,30.15,0.0,1.0,0.1507,0.0,37.0414,False
127,v4,v15,40.0,40.11,30.0,1.0,0.2006,0.6,36.1914,False
127,v4,v3,40.0,100.04,10.0,1.0,0.5002,0.2,35.6986,False
127,v4,v8,40.0,150.0,40.0,1.0,0.75,0.8,34.9488,True
128,v1,v5,40.0,90.0,30.0,1.0,0.45,0.6,35.4895,False
128,v1,v13,40.0,90.0,30.0,1.0,0.45,0.6,35.4895,False
128,v1,v6,40.0,150.03,20.0,1.0,0.7501,0.4,35.1705,True
128,v1,v9,40.0,250.0,0.0,1.0,1.25,0.0,35.2041,True
128,v1,v10,40.0,280.02,30.0,1.0,1.4001,0.6,34.5036,True
128,v2,v1,20.0,290.02,30.0,0.6,1.4501,0.6,14.4731,True
128,v2,v5,20.0,380.01,0.0,0.6,1.9001,0.0,14.8404,True
128,v2,v13,20.0,380.01,0.0,0.6,1.9001,0.0,14.8404,True
128,v2,v6,20.0,440.0,10.0,0.6,2.2,0.2,14.4121,True
128,v2,v9,20.0,540.01,30.0,0.6,2.7,0.6,13.9331,True
128,v3,v15,20.0,40.0,10.0,0.6,0.2,0.2,16.4949,False
128,v3,v7,20.0,80.0,30.0,0.6,0.4,0.6,15.5918,True
128,v3,v11,20.0,80.0,0.0,0.6,0.4,0.0,16.1938,True
128,v3,v8,20.0,80.06,0.0,0.6,0.4003,0.0,16.1932,True
128,v3,v4,20.0,110.04,30.0,0.6,0.5502,0.6,15.3148,True
128,v4,v7,40.0,30.15,0.0,1.0,0.1507,0.0,37.0414,False
128,v4,v11,40.0,30.15,30.0,1.0,0.1507,0.6,36.4394,False
128,v4,v15,40.0,70.06,40.0,1.0,0.3503,0.8,35.61,True
128,v4,v3,40.0,110.04,30.0,1.0,0.5502,0.6,35.3148,True
128,v4,v8,40.0,190.0,30.0,1.0,0.95,0.6,34.8404,True
129,v1,v5,40.0,60.0,0.0,1.0,0.3,0.0,36.4437,False
129,v1,v13,40.0,60.0,0.0,1.0,0.3,0.0,36.4437,False
129,v1,v6,40.0,130.03,30.0,1.0,0.6502,0.6,35.1698,True
129,v1,v9,40.0,250.0,40.0,1.0,1.25,0.8,34.5051,True
129,v1,v10,40.0,250.02,0.0,1.0,1.2501,0.0,35.2041,True
129,v2,v1,20.0,320.01,10.0,0.6,1.6001,0.2,14.6886,True
129,v2,v5,20.0,380.01,10.0,0.6,1.9001,0.2,14.5394,True
129,v2,v13,20.0,380.01,10.0,0.6,1.9001,0.2,14.5394,True
129,v2,v6,20.0,450.0,20.0,0.6,2.25,0.4,14.2165,True
129,v2,v10,20.0,570.0,10.0,0.6,2.85,0.2,14.1872,True
129,v3,v7,20.0,50.0,20.0,0.6,0.25,0.4,16.1249,True
129,v3,v15,20.0,50.0,10.0,0.6,0.25,0.2,16.301,False
129,v3,v11,20.0,80.0,40.0,0.6,0.4,0.8,15.4949,True
129,v3,v4,20.0,80.06,40.0,0.6,0.4003,0.8,15.4942,True
129,v3,v8,20.0,80.06,40.0,0.6,0.4003,0.8,15.4942,True
129,v4,v11,40.0,3.0,0.0,1.0,0.015,0.0,39.0458,False
129,v4,v7,40.0,30.15,20.0,1.0,0.1507,0.4,36.5643,False
129,v4,v15,40.0,30.15,30.0,1.0,0.1507,0.6,36.4394,False
129,v4,v3,40.0,80.06,40.0,1.0,0.4003,0.8,35.4942,True
129,v4,v8,40.0,160.0,0.0,1.0,0.8,0.0,35.5918,True
130,v1,v5,40.0,60.0,10.0,1.0,0.3,0.2,36.1427,False
130,v1,v13,40.0,60.0,20.0,1.0,0.3,0.4,35.9666,False
130,v1,v6,40.0,100.04,20.0,1.0,0.5002,0.4,35.5225,False
130,v1,v9,40.0,210.0,20.0,1.0,1.05,0.4,34.8784,True
130,v1,v10,40.0,250.02,10.0,1.0,1.2501,0.2,34.903,True
130,v2,v1,20.0,330.01,0.0,0.6,1.6501,0.0,14.9629,True
130,v2,v5,20.0,390.01,10.0,0.6,1.9501,0.2,14.5168,True
130,v2,v13,20.0,390.01,20.0,0.6,1.9501,0.4,14.3407,True
130,v2,v6,20.0,430.0,20.0,0.6,2.15,0.4,14.2559,True
130,v2,v9,20.0,540.01,20.0,0.6,2.7,0.4,14.0581,True
130,v3,v7,20.0,30.0,10.0,0.6,0.15,0.2,16.7447,False
130,v3,v11,20.0,40.0,0.0,0.6,0.2,0.0,16.7959,False
130,v3,v15,20.0,40.0,30.0,0.6,0.2,0.6,16.1938,True
130,v3,v4,20.0,40.11,30.0,0.6,0.2006,0.6,16.1914,True
130,v3,v8,20.0,120.04,30.0,0.6,0.6002,0.6,15.2393,True
130,v4,v11,40.0,3.0,30.0,1.0,0.015,0.6,38.4437,False
130,v4,v15,40.0,3.0,0.0,1.0,0.015,0.0,39.0458,False
130,v4,v7,40.0,10.44,20.0,1.0,0.0522,0.4,37.4855,False
130,v4,v3,40.0,40.11,30.0,1.0,0.2006,0.6,36.1914,False
130,v4,v8,40.0,160.0,0.0,1.0,0.8,0.0,35.5918,True
131,v1,v5,40.0,50.0,10.0,1.0,0.25,0.2,36.301,False
131,v1,v13,40.0,80.0,0.0,1.0,0.4,0.0,36.1938,False
131,v1,v6,40.0,120.04,20.0,1.0,0.6002,0.4,35.3642,False
131,v1,v9,40.0,230.0,30.0,1.0,1.15,0.6,34.6745,True
131,v1,v10,40.0,240.02,40.0,1.0,1.2001,0.8,34.5405,True
131,v2,v1,20.0,330.01,10.0,0.6,1.6501,0.2,14.6619,True
131,v2,v5,20.0,380.01,0.0,0.6,1.9001,0.0,14.8404,True
131,v2,v13,20.0,410.01,10.0,0.6,2.0501,0.2,14.4734,True
131,v2,v6,20.0,450.0,10.0,0.6,2.25,0.2,14.3925,True
131,v2,v9,20.0,560.01,20.0,0.6,2.8,0.4,14.0265,True
131,v3,v15,20.0,10.0,0.0,0.6,0.05,0.0,18.0,False
131,v3,v4,20.0,10.44,0.0,0.6,0.0522,0.0,17.9626,False
131,v3,v7,20.0,20.0,0.0,0.6,0.1,0.0,17.3979,False
131,v3,v11,20.0,40.0,10.0,0.6,0.2,0.2,16.4949,False
131,v3,v8,20.0,150.03,10.0,0.6,0.7501,0.2,15.3466,True
131,v4,v15,40.0,3.0,0.0,1.0,0.015,0.0,39.0458,False
131,v4,v3,40.0,10.44,0.0,1.0,0.0522,0.0,37.9626,False
131,v4,v7,40.0,10.44,0.0,1.0,0.0522,0.0,37.9626,False
131,v4,v11,40.0,30.15,10.0,1.0,0.1507,0.2,36.7404,False
131,v4,v8,40.0,160.0,10.0,1.0,0.8,0.2,35.2907,True
132,v1,v5,40.0,60.0,30.0,1.0,0.3,0.6,35.8416,False
132,v1,v13,40.0,80.0,10.0,1.0,0.4,0.2,35.8928,False
132,v1,v6,40.0,140.03,0.0,1.0,0.7002,0.0,35.7075,False
132,v1,v9,40.0,260.0,10.0,1.0,1.3,0.2,34.869,True
132,v1,v10,40.0,280.02,20.0,1.0,1.4001,0.4,34.6285,True
132,v2,v1,20.0,320.01,10.0,0.6,1.6001,0.2,14.6886,True
132,v2,v5,20.0,380.01,40.0,0.6,1.9001,0.8,14.1414,True
132,v2,v13,20.0,400.01,0.0,0.6,2.0001,0.0,14.7959,True
132,v2,v6,20.0,460.0,10.0,0.6,2.3,0.2,14.3735,True
132,v2,v9,20.0,580.01,0.0,0.6,2.9,0.0,14.4731,True
132,v3,v15,20.0,10.0,10.0,0.6,0.05,0.2,17.699,False
132,v3,v4,20.0,10.44,10.0,0.6,0.0522,0.2,17.6615,False
132,v3,v7,20.0,20.0,30.0,0.6,0.1,0.6,16.7959,True
132,v3,v11,20.0,30.0,0.0,0.6,0.15,0.0,17.0458,False
132,v3,v8,20.0,140.03,10.0,0.6,0.7002,0.2,15.4065,True
132,v4,v15,40.0,3.0,0.0,1.0,0.015,0.0,39.0458,False
132,v4,v3,40.0,10.44,10.0,1.0,0.0522,0.2,37.6615,False
132,v4,v7,40.0,10.44,20.0,1.0,0.0522,0.4,37.4855,False
